id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario
FD00927,C00362,2026-05-12,2026T2,Varejo,Carteira Administrada,Internet Banking,2-5 anos,6,Nao entendi a cobranca
FD00928,C00318,2026-05-11,2026T2,Private,COE,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00929,C00378,2026-04-09,2026T2,Private,COE,App,6-24 meses,10,Consegui acompanhar minha carteira
FD00930,C00049,2026-05-28,2026T2,Alta Renda,CDB,App,5+ anos,10,Atendimento claro e rapido
FD00931,C00380,2026-06-01,2026T2,Alta Renda,Carteira Administrada,App,0-6 meses,10,Consegui acompanhar minha carteira
FD00932,C00415,2026-04-10,2026T2,Varejo,Carteira Administrada,App,0-6 meses,9,Boa experiencia no aplicativo
FD00933,C00025,2026-04-10,2026T2,Alta Renda,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo
FD00934,C00541,2026-06-23,2026T2,Novo Investidor,Carteira Administrada,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao
FD00935,C00028,2026-04-17,2026T2,Alta Renda,Fundos,App,2-5 anos,4,Demora para resolver meu problema
FD00936,C00057,2026-05-01,2026T2,Private,CDB,App,5+ anos,9,Boa experiencia no aplicativo
FD00937,C00391,2026-04-17,2026T2,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,9,Consegui acompanhar minha carteira
FD00938,C00316,2026-04-03,2026T2,Varejo,Fundos,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00939,C00029,2026-04-02,2026T2,Varejo,Fundos,Central de Atendimento,0-6 meses,3,Aplicativo travou durante consulta
FD00940,C00138,2026-04-15,2026T2,Varejo,CDB,Central de Atendimento,2-5 anos,10,Assessoria ajudou na decisao
FD00941,C00396,2026-05-13,2026T2,Novo Investidor,Carteira Administrada,App,5+ anos,10,Consegui acompanhar minha carteira
FD00942,C00447,2026-05-01,2026T2,Novo Investidor,CDB,App,6-24 meses,10,Atendimento claro e rapido
FD00943,C00546,2026-04-17,2026T2,Alta Renda,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo
FD00944,C00422,2026-06-14,2026T2,Varejo,CDB,App,2-5 anos,8,Demorou um pouco para encontrar informacoes
FD00945,C00348,2026-04-23,2026T2,Private,Carteira Administrada,Central de Atendimento,2-5 anos,10,Consegui acompanhar minha carteira
FD00946,C00270,2026-05-01,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo
FD00947,C00104,2026-05-10,2026T2,Alta Renda,Carteira Administrada,App,2-5 anos,9,Atendimento claro e rapido
FD00948,C00153,2026-05-17,2026T2,Private,CDB,App,5+ anos,10,Assessoria ajudou na decisao
FD00949,C00469,2026-06-06,2026T2,Private,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao
FD00950,C00513,2026-05-28,2026T2,Novo Investidor,Carteira Administrada,App,6-24 meses,9,Atendimento claro e rapido
FD00951,C00254,2026-06-06,2026T2,Alta Renda,CDB,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00952,C00417,2026-06-15,2026T2,Alta Renda,Tesouro Direto,Assessoria,5+ anos,10,Boa experiencia no aplicativo
FD00953,C00238,2026-04-27,2026T2,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao
FD00954,C00168,2026-06-07,2026T2,Private,Carteira Administrada,Assessoria,2-5 anos,10,Atendimento claro e rapido
FD00955,C00116,2026-06-16,2026T2,Varejo,Tesouro Direto,App,2-5 anos,8,"Experiencia ok, mas poderia ser mais simples"
FD00956,C00408,2026-06-05,2026T2,Private,CDB,App,2-5 anos,10,Boa experiencia no aplicativo
FD00957,C00416,2026-05-03,2026T2,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,9,Atendimento claro e rapido
FD00958,C00291,2026-05-13,2026T2,Private,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira
FD00959,C00050,2026-06-02,2026T2,Private,Carteira Administrada,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00960,C00436,2026-04-23,2026T2,Varejo,Tesouro Direto,Central de Atendimento,5+ anos,6,Informacoes divergentes sobre o produto
FD00961,C00287,2026-05-16,2026T2,Alta Renda,Fundos,App,6-24 meses,10,Boa experiencia no aplicativo
FD00962,C00524,2026-05-27,2026T2,Varejo,Tesouro Direto,Assessoria,2-5 anos,8,Tive duvida sobre rentabilidade
FD00963,C00297,2026-04-05,2026T2,Varejo,Carteira Administrada,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00964,C00217,2026-04-22,2026T2,Alta Renda,CDB,App,2-5 anos,3,Nao entendi a cobranca
FD00965,C00168,2026-06-04,2026T2,Private,Carteira Administrada,App,0-6 meses,10,Boa experiencia no aplicativo
FD00966,C00191,2026-06-15,2026T2,Private,Carteira Administrada,Assessoria,2-5 anos,9,Assessoria ajudou na decisao
FD00967,C00024,2026-06-24,2026T2,Alta Renda,CDB,App,0-6 meses,10,Consegui acompanhar minha carteira
FD00968,C00509,2026-04-18,2026T2,Novo Investidor,CDB,Assessoria,5+ anos,10,Informacoes estavam faceis de encontrar
FD00969,C00304,2026-05-03,2026T2,Varejo,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao
FD00970,C00515,2026-06-14,2026T2,Private,Carteira Administrada,App,5+ anos,10,Boa experiencia no aplicativo
FD00971,C00085,2026-04-25,2026T2,Alta Renda,Tesouro Direto,App,2-5 anos,10,Atendimento claro e rapido
FD00972,C00284,2026-04-14,2026T2,Private,COE,App,6-24 meses,10,Assessoria ajudou na decisao
FD00973,C00386,2026-05-20,2026T2,Varejo,Carteira Administrada,App,5+ anos,5,Aplicativo travou durante consulta
FD00974,C00392,2026-05-17,2026T2,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao
FD00975,C00468,2026-04-27,2026T2,Varejo,CDB,Internet Banking,5+ anos,10,Atendimento claro e rapido
FD00976,C00114,2026-06-04,2026T2,Varejo,CDB,App,0-6 meses,3,Informacoes divergentes sobre o produto
FD00977,C00070,2026-06-18,2026T2,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao
FD00978,C00429,2026-04-10,2026T2,Alta Renda,CDB,Internet Banking,0-6 meses,9,
FD00979,C00312,2026-06-02,2026T2,Private,COE,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo
FD00980,C00509,2026-06-17,2026T2,Novo Investidor,Fundos,App,5+ anos,4,Nao ficou claro o risco do produto
FD00981,C00484,2026-05-09,2026T2,Varejo,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo
FD00982,C00109,2026-06-15,2026T2,Private,CDB,Internet Banking,5+ anos,10,Assessoria ajudou na decisao
FD00983,C00457,2026-05-14,2026T2,Private,Fundos,Internet Banking,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00984,C00108,2026-06-21,2026T2,Varejo,CDB,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00985,C00137,2026-05-27,2026T2,Alta Renda,Fundos,App,6-24 meses,10,Consegui acompanhar minha carteira
FD00986,C00183,2026-05-22,2026T2,Novo Investidor,Carteira Administrada,Assessoria,0-6 meses,7,Tive duvida sobre rentabilidade
FD00987,C00271,2026-05-02,2026T2,Varejo,Fundos,Assessoria,2-5 anos,9,Boa experiencia no aplicativo
FD00988,C00312,2026-04-15,2026T2,Private,COE,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00989,C00275,2026-05-21,2026T2,Alta Renda,Carteira Administrada,App,2-5 anos,5,Nao entendi a cobranca
FD00990,C00207,2026-04-13,2026T2,Private,Carteira Administrada,App,5+ anos,9,Boa experiencia no aplicativo
FD00991,C00522,2026-06-21,2026T2,Alta Renda,Carteira Administrada,App,6-24 meses,10,Consegui acompanhar minha carteira
FD00992,C00114,2026-06-13,2026T2,Varejo,CDB,App,2-5 anos,8,Demorou um pouco para encontrar informacoes
FD00993,C00496,2026-04-27,2026T2,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00994,C00400,2026-05-21,2026T2,Varejo,CDB,Assessoria,2-5 anos,9,Boa experiencia no aplicativo
FD00995,C00137,2026-05-19,2026T2,Alta Renda,Carteira Administrada,Internet Banking,5+ anos,1,Demora para resolver meu problema
FD00996,C00301,2026-06-27,2026T2,Private,Tesouro Direto,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00997,C00051,2026-06-08,2026T2,Novo Investidor,CDB,Assessoria,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00998,C00089,2026-06-29,2026T2,Novo Investidor,Carteira Administrada,Central de Atendimento,5+ anos,9,Atendimento claro e rapido
FD00999,C00523,2026-06-19,2026T2,Novo Investidor,Carteira Administrada,App,0-6 meses,4,Informacoes divergentes sobre o produto
FD01000,C00531,2026-05-25,2026T2,Varejo,Tesouro Direto,Assessoria,0-6 meses,9,Boa experiencia no aplicativo
FD00026,C00283,2025-07-01,2025T3,Alta Renda,COE,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00465,C00413,2025-10-02,2025T4,Novo Investidor,Tesouro Direto,App,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00373,C00530,2025-10-20,2025T4,Varejo,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao
FD00731,C00400,2026-05-04,2026T2,Varejo,Fundos,Assessoria,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00758,C00124,2026-05-16,2026T2,Private,Fundos,Assessoria,5+ anos,9,Consegui acompanhar minha carteira
FD00358,C00257,2025-11-28,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao
FD00566,C00185,2026-02-11,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00768,C00381,2026-06-13,2026T2,Private,CDB,App,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00643,C00119,2026-02-05,2026T1,Novo Investidor,CDB,App,0-6 meses,6,Nao consegui falar com assessor
FD00608,C00476,2026-02-18,2026T1,Novo Investidor,Tesouro Direto,Assessoria,2-5 anos,6,Aplicativo travou durante consulta
FD00375,C00086,2025-11-18,2025T4,Alta Renda,COE,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00096,C00206,2025-09-06,2025T3,Private,Fundos,Assessoria,6-24 meses,10,Boa experiencia no aplicativo
FD00627,C00298,2026-02-28,2026T1,Private,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo
FD00401,C00441,2025-10-06,2025T4,Private,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00618,C00111,2026-01-23,2026T1,Alta Renda,Fundos,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao
FD00642,C00415,2026-02-14,2026T1,Varejo,CDB,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00290,C00393,2025-11-25,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao
FD00341,C00536,2025-11-05,2025T4,Novo Investidor,Fundos,Assessoria,6-24 meses,10,Atendimento claro e rapido
FD00310,C00364,2025-11-13,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00316,C00272,2025-12-10,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo
FD00485,C00387,2026-02-09,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Atendimento claro e rapido
FD00399,C00048,2025-12-26,2025T4,Alta Renda,CDB,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00698,C00131,2026-02-04,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,7,Aplicativo poderia explicar melhor
FD00522,C00075,2026-02-06,2026T1,Varejo,Carteira Administrada,App,0-6 meses,10,Assessoria ajudou na decisao
FD00942,C00447,2026-05-01,2026T2,Novo Investidor,CDB,App,6-24 meses,10,Atendimento claro e rapido
FDX00000,C00491,2026-01-19,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao
FDX00001,C00465,2026-05-25,2026T2,Novo Investidor,CDB,App,2-5 anos,8,"Experiencia ok, mas poderia ser mais simples"
FDX00002,C00073,2026-05-04,2026T2,Private,Carteira Administrada,App,2-5 anos,6,Aplicativo travou durante consulta
FDX00003,C00439,2025-10-31,2025T4,Varejo,Tesouro Direto,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao
FDX00004,C00168,2025-12-13,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,6,
FDX00005,C00447,2026-05-14,2026T2,Novo Investidor,Tesouro Direto,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FDX00006,C00314,2026-04-04,2026T2,Novo Investidor,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo
FDX00007,C00396,2026-04-27,2026T2,Novo Investidor,Tesouro Direto,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar
FDX00008,C00415,2026-04-11,2026T2,Varejo,Carteira Administrada,App,0-6 meses,9,Boa experiencia no aplicativo
FDX00009,C00156,2025-12-22,2025T4,Private,Fundos,Internet Banking,6-24 meses,10,Atendimento claro e rapido
FDX00010,C00007,2026-04-01,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,10,Informacoes estavam faceis de encontrar
FDX00011,C00517,2025-11-16,2025T4,Alta Renda,CDB,App,6-24 meses,4,Informacoes divergentes sobre o produto
